date,ticker,price,decision,rsi,sentiment,reason
2026-01-23,BTC-USDT,89600.26,hold,43.69,neutral,"HOLD: score=-8.5"
2026-01-23,DOGE-USDT,0.12477,hold,39.11,neutral,"HOLD: score=4.5"
2026-01-23,DOT-USDT,1.926,sell,42.58,neutral,"SELL: score=-24.7"
2026-01-23,ETH-USDT,2956.41,sell,39.74,neutral,"SELL: score=-23.6"
2026-01-23,LTC-USDT,68.07,hold,32.35,neutral,"HOLD: score=-0.5"
2026-01-23,SOL-USDT,127.43,hold,41.29,neutral,"HOLD: score=-3.6"
2026-01-23,XRP-USDT,1.9196,hold,41.75,neutral,"HOLD: score=-5.9"
2026-01-24,ADA-USDT,0.3583,sell,41.48,neutral,"SELL: score=-19.8"
2026-01-24,BNB-USDT,887.17,hold,45.34,neutral,"HOLD: score=-9.3"
2026-01-24,BTC-USDT,89225.34,hold,42.57,neutral,"HOLD: score=-7.5"
2026-01-24,DOGE-USDT,0.12423,hold,38.64,neutral,"HOLD: score=4.1"
2026-01-24,DOT-USDT,1.93,sell,42.87,neutral,"SELL: score=-26.3"
2026-01-24,ETH-USDT,2953.22,sell,39.57,neutral,"SELL: score=-24.4"
2026-01-24,LTC-USDT,68.19,hold,32.74,neutral,"HOLD: score=-1.9"
2026-01-24,SOL-USDT,127.21,hold,41.05,neutral,"HOLD: score=-4.3"
2026-01-24,XRP-USDT,1.9143,hold,41.37,neutral,"HOLD: score=-6.4"
2026-01-25,ADA-USDT,0.3391,sell,36.32,neutral,"SELL: score=-13.7"
2026-01-25,BNB-USDT,866.02,hold,39.36,neutral,"HOLD: score=-1.3"
2026-01-25,BTC-USDT,86670.36,sell,35.79,stop_loss,"STOP LOSS: -3.1%"
2026-01-25,DOGE-USDT,0.11945,hold,34.68,neutral,"HOLD: score=8.4"
2026-01-25,DOT-USDT,1.823,sell,37.45,neutral,"SELL: score=-19.1"
2026-01-25,ETH-USDT,2816.89,sell,33.11,neutral,"SELL: score=-16.9"
2026-01-25,LTC-USDT,67.3,hold,31.30,neutral,"HOLD: score=-1.0"
2026-01-25,SOL-USDT,118.85,sell,33.31,neutral,"SELL: score=-14.8"
2026-01-25,XRP-USDT,1.8356,hold,36.12,neutral,"HOLD: score=0.4"
2026-01-26,ADA-USDT,0.3521,sell,41.62,neutral,"SELL: score=-20.8"
2026-01-26,BNB-USDT,879.41,hold,44.36,neutral,"HOLD: score=-8.8"
2026-01-26,BTC-USDT,88347.08,hold,42.28,neutral,"HOLD: score=-7.7"
2026-01-26,DOGE-USDT,0.12236,hold,38.79,neutral,"HOLD: score=3.4"
2026-01-26,DOT-USDT,1.875,sell,41.33,neutral,"SELL: score=-25.3"
2026-01-26,ETH-USDT,2930.35,sell,41.65,neutral,"SELL: score=-27.4"
2026-01-26,LTC-USDT,69.72,hold,39.15,neutral,"HOLD: score=-8.7"
2026-01-26,SOL-USDT,124.24,sell,41.03,neutral,"SELL: score=-25.3"
2026-01-26,XRP-USDT,1.9041,sell,42.91,neutral,"SELL: score=-27.7"
2026-01-27,ADA-USDT,0.3608,sell,44.92,neutral,"SELL: score=-24.8"
2026-01-27,BNB-USDT,898.36,sell,50.58,neutral,"SELL: score=-17.6"
2026-01-27,BTC-USDT,89250,sell,45.48,neutral,"SELL: score=-12.0"
2026-01-27,DOGE-USDT,0.12619,hold,43.81,neutral,"HOLD: score=-2.4"
2026-01-27,DOT-USDT,1.876,hold,41.41,neutral,"HOLD: score=-6.4"
2026-01-27,ETH-USDT,3026.77,sell,47.75,neutral,"SELL: score=-15.2"
2026-01-27,LTC-USDT,70.03,sell,40.09,neutral,"SELL: score=-10.2"
2026-01-27,SOL-USDT,127.19,sell,44.80,neutral,"SELL: score=-30.5"
2026-01-27,XRP-USDT,1.9158,hold,44.00,neutral,"HOLD: score=-9.8"
2026-01-28,ADA-USDT,0.3583,hold,44.15,neutral,"HOLD: score=-3.3"
2026-01-28,BNB-USDT,902.91,sell,51.96,neutral,"SELL: score=-19.4"
2026-01-28,BTC-USDT,89299.99,sell,45.66,neutral,"SELL: score=-12.5"
2026-01-28,DOGE-USDT,0.125,hold,42.64,neutral,"HOLD: score=-1.1"
2026-01-28,DOT-USDT,1.87,hold,41.07,neutral,"HOLD: score=-6.9"
2026-01-28,ETH-USDT,3010.78,sell,46.88,neutral,"SELL: score=-14.3"
2026-01-28,LTC-USDT,69.42,hold,38.82,neutral,"HOLD: score=-9.2"
2026-01-28,SOL-USDT,125.35,sell,42.96,neutral,"SELL: score=-28.7"
2026-01-28,XRP-USDT,1.9111,hold,43.64,neutral,"HOLD: score=-10.0"
2026-01-29,ADA-USDT,0.3347,sell,37.58,neutral,"SELL: score=-14.7"
2026-01-29,BNB-USDT,868.69,hold,42.34,neutral,"HOLD: score=-5.4"
2026-01-29,BTC-USDT,84650.16,hold,34.34,neutral,"HOLD: score=2.3"
2026-01-29,DOGE-USDT,0.11728,sell,35.94,neutral,"SELL: score=-12.8"
2026-01-29,DOT-USDT,1.736,sell,34.29,neutral,"SELL: score=-18.2"
2026-01-29,ETH-USDT,2822.59,sell,38.04,neutral,"SELL: score=-22.7"
2026-01-29,LTC-USDT,66.24,hold,32.93,neutral,"HOLD: score=-1.9"
2026-01-29,SOL-USDT,117.82,sell,36.36,neutral,"SELL: score=-20.5"
2026-01-29,XRP-USDT,1.8076,sell,36.52,neutral,"SELL: score=-20.2"
2026-01-30,ADA-USDT,0.3208,sell,34.34,neutral,"SELL: score=-12.4"
2026-01-30,BNB-USDT,858.81,hold,40.03,neutral,"HOLD: score=-3.1"
2026-01-30,BTC-USDT,84260.49,hold,33.58,neutral,"HOLD: score=1.6"
2026-01-30,DOGE-USDT,0.11581,sell,34.82,neutral,"SELL: score=-12.6"
2026-01-30,DOT-USDT,1.69,sell,32.31,neutral,"SELL: score=-17.2"
2026-01-30,ETH-USDT,2707.38,sell,33.83,neutral,"SELL: score=-18.0"
2026-01-30,LTC-USDT,65.47,hold,31.68,neutral,"HOLD: score=-0.5"
2026-01-30,SOL-USDT,117.59,sell,36.18,neutral,"SELL: score=-21.8"
2026-01-30,XRP-USDT,1.7352,sell,32.52,neutral,"SELL: score=-15.9"
2026-01-31,ADA-USDT,0.2936,hold,29.05,neutral,"HOLD: score=-8.6"
2026-01-31,BNB-USDT,781.38,hold,27.43,neutral,"HOLD: score=-6.6"
2026-01-31,BTC-USDT,78741.09,hold,25.18,neutral,"HOLD: score=-8.8"
2026-01-31,DOGE-USDT,0.10426,hold,27.54,neutral,"HOLD: score=-4.2"
2026-01-31,DOT-USDT,1.547,sell,27.09,neutral,"SELL: score=-11.8"
2026-01-31,ETH-USDT,2451.95,sell,26.76,neutral,"SELL: score=-10.0"
2026-01-31,LTC-USDT,59.53,buy,24.07,neutral,"RSI OVERSOLD: 24.1"
2026-01-31,SOL-USDT,105.58,sell,28.21,neutral,"SELL: score=-12.4"
2026-01-31,XRP-USDT,1.6472,sell,28.45,neutral,"SELL: score=-12.1"
2026-02-01,ADA-USDT,0.2858,sell,27.74,neutral,"SELL: score=-10.9"
2026-02-01,BNB-USDT,758.54,buy,24.94,neutral,"RSI OVERSOLD: 24.9"
2026-02-01,BTC-USDT,76968.21,buy,23.17,neutral,"RSI OVERSOLD: 23.2"
2026-02-01,DOGE-USDT,0.10426,hold,27.54,neutral,"HOLD: score=-7.0"
2026-02-01,DOT-USDT,1.495,sell,25.48,neutral,"SELL: score=-12.2"
2026-02-01,ETH-USDT,2270.15,buy,23.07,neutral,"RSI OVERSOLD: 23.1"
2026-02-01,LTC-USDT,58.49,hold,23.03,neutral,"HOLD: Already in position"
2026-02-01,SOL-USDT,100.79,sell,25.77,neutral,"SELL: score=-11.6"
2026-02-01,XRP-USDT,1.5908,sell,26.18,neutral,"SELL: score=-11.5"
2026-02-02,ADA-USDT,0.2991,sell,33.29,neutral,"SELL: score=-17.1"
2026-02-02,BNB-USDT,773.94,sell,29.58,neutral,"SELL: score=-15.0"
2026-02-02,BTC-USDT,78738.61,sell,29.24,neutral,"SELL: score=-16.7"
2026-02-02,DOGE-USDT,0.10792,sell,32.71,neutral,"SELL: score=-12.5"
2026-02-02,DOT-USDT,1.543,sell,29.64,neutral,"SELL: score=-17.3"
2026-02-02,ETH-USDT,2347.02,sell,27.62,neutral,"SELL: score=-14.6"
2026-02-02,LTC-USDT,60.02,sell,27.97,neutral,"SELL: score=-16.2"
2026-02-02,SOL-USDT,104.55,sell,30.83,neutral,"SELL: score=-17.9"
2026-02-02,XRP-USDT,1.6198,hold,29.30,neutral,"HOLD: score=3.9"
2026-02-03,ADA-USDT,0.2917,sell,31.83,neutral,"SELL: score=-15.6"
2026-02-03,BNB-USDT,754.78,sell,27.32,neutral,"SELL: score=-13.8"
2026-02-03,BTC-USDT,75770.21,sell,25.59,neutral,"SELL: score=-13.2"
2026-02-03,DOGE-USDT,0.10602,sell,31.45,neutral,"SELL: score=-11.2"
2026-02-03,DOT-USDT,1.5,sell,28.13,neutral,"SELL: score=-16.4"
2026-02-03,ETH-USDT,2233.72,sell,25.25,neutral,"SELL: score=-13.1"
2026-02-03,LTC-USDT,59.48,sell,27.30,neutral,"SELL: score=-16.3"
2026-02-03,SOL-USDT,97.89,sell,27.28,neutral,"SELL: score=-14.4"
2026-02-03,XRP-USDT,1.5791,hold,27.54,neutral,"HOLD: score=5.0"
2026-02-04,ADA-USDT,0.2864,sell,30.78,neutral,"SELL: score=-15.0"
2026-02-04,BNB-USDT,697.27,buy,21.89,neutral,"RSI OVERSOLD: 21.9"
2026-02-04,BTC-USDT,73165.83,buy,22.89,neutral,"RSI OVERSOLD: 22.9"
2026-02-04,DOGE-USDT,0.10383,sell,30.02,neutral,"SELL: score=-10.1"
2026-02-04,DOT-USDT,1.461,sell,26.79,neutral,"SELL: score=-16.0"
2026-02-04,ETH-USDT,2148.26,buy,23.60,neutral,"RSI OVERSOLD: 23.6"
2026-02-04,LTC-USDT,58.89,sell,26.56,neutral,"SELL: score=-16.6"
2026-02-04,SOL-USDT,92.12,buy,24.64,neutral,"RSI OVERSOLD: 24.6"
2026-02-04,XRP-USDT,1.512,buy,24.89,neutral,"RSI OVERSOLD: 24.9"
2026-02-05,ADA-USDT,0.2455,buy,24.18,neutral,"RSI OVERSOLD: 24.2"
2026-02-05,BNB-USDT,608.3,sell,16.45,stop_loss,"STOP LOSS: -12.8%"
2026-02-05,BTC-USDT,62909.86,sell,15.82,stop_loss,"STOP LOSS: -14.0%"
2026-02-05,DOGE-USDT,0.08849,buy,22.36,neutral,"RSI OVERSOLD: 22.4"
2026-02-05,DOT-USDT,1.248,buy,20.94,neutral,"RSI OVERSOLD: 20.9"
2026-02-05,ETH-USDT,1826.83,sell,18.68,stop_loss,"STOP LOSS: -15.0%"
2026-02-05,LTC-USDT,50.79,buy,18.93,neutral,"RSI OVERSOLD: 18.9"
2026-02-05,SOL-USDT,78.35,sell,19.73,stop_loss,"STOP LOSS: -14.9%"
2026-02-05,XRP-USDT,1.2146,sell,17.05,stop_loss,"STOP LOSS: -19.7%"
2026-02-06,ADA-USDT,0.2762,sell,35.38,take_profit,"TAKE PROFIT: +12.5%"
2026-02-06,BNB-USDT,657.21,hold,27.17,neutral,"HIGH VOLATILITY: 7.1%"
2026-02-06,BTC-USDT,70580.26,hold,32.59,neutral,"HIGH VOLATILITY: 8.1%"
2026-02-06,DOGE-USDT,0.09848,sell,34.15,take_profit,"TAKE PROFIT: +11.3%"
2026-02-06,DOT-USDT,1.368,sell,30.19,take_profit,"TAKE PROFIT: +9.6%"
2026-02-06,ETH-USDT,2063.38,hold,30.22,neutral,"HIGH VOLATILITY: 9.1%"
2026-02-06,LTC-USDT,55.02,sell,30.21,take_profit,"TAKE PROFIT: +8.3%"
2026-02-06,SOL-USDT,87.46,hold,29.71,neutral,"HIGH VOLATILITY: 8.9%"
2026-02-06,XRP-USDT,1.4698,hold,35.75,neutral,"HIGH VOLATILITY: 12.1%"
2026-02-07,ADA-USDT,0.2721,hold,34.65,neutral,"HIGH VOLATILITY: 8.1%"
2026-02-07,BNB-USDT,647,hold,26.41,neutral,"HIGH VOLATILITY: 6.6%"
2026-02-07,BTC-USDT,69289.38,hold,31.46,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-07,DOGE-USDT,0.09823,hold,34.01,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-07,DOT-USDT,1.372,hold,30.48,neutral,"HIGH VOLATILITY: 7.4%"
2026-02-07,ETH-USDT,2087.08,hold,31.28,neutral,"HIGH VOLATILITY: 8.9%"
2026-02-07,LTC-USDT,55.19,hold,30.62,neutral,"HIGH VOLATILITY: 6.6%"
2026-02-07,SOL-USDT,87.59,hold,29.85,neutral,"HIGH VOLATILITY: 8.5%"
2026-02-07,XRP-USDT,1.4231,hold,34.23,neutral,"HIGH VOLATILITY: 12.0%"
2026-02-08,ADA-USDT,0.2701,hold,34.27,neutral,"HIGH VOLATILITY: 8.1%"
2026-02-08,BNB-USDT,639.93,hold,25.87,neutral,"HIGH VOLATILITY: 6.7%"
2026-02-08,BTC-USDT,70330.38,hold,33.47,neutral,"HIGH VOLATILITY: 7.9%"
2026-02-08,DOGE-USDT,0.09663,hold,33.08,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-08,DOT-USDT,1.337,hold,29.33,neutral,"HIGH VOLATILITY: 7.3%"
2026-02-08,ETH-USDT,2089.74,hold,31.40,neutral,"HIGH VOLATILITY: 8.5%"
2026-02-08,LTC-USDT,54.53,hold,29.88,neutral,"HIGH VOLATILITY: 6.6%"
2026-02-08,SOL-USDT,86.99,hold,29.56,neutral,"HIGH VOLATILITY: 8.4%"
2026-02-08,XRP-USDT,1.4308,hold,34.72,neutral,"HIGH VOLATILITY: 12.0%"
2026-02-09,ADA-USDT,0.2699,hold,34.23,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-09,BNB-USDT,636.39,hold,25.58,neutral,"HIGH VOLATILITY: 6.4%"
2026-02-09,BTC-USDT,70138,hold,33.28,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-09,DOGE-USDT,0.09611,hold,32.77,neutral,"HIGH VOLATILITY: 7.6%"
2026-02-09,DOT-USDT,1.32,hold,28.76,neutral,"HIGH VOLATILITY: 7.1%"
2026-02-09,ETH-USDT,2105.02,hold,32.16,neutral,"HIGH VOLATILITY: 8.4%"
2026-02-09,LTC-USDT,54.45,hold,29.78,neutral,"HIGH VOLATILITY: 6.5%"
2026-02-09,SOL-USDT,86.77,hold,29.46,neutral,"HIGH VOLATILITY: 8.1%"
2026-02-09,XRP-USDT,1.437,hold,35.14,neutral,"HIGH VOLATILITY: 11.9%"
2026-02-10,ADA-USDT,0.262,hold,32.62,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-10,BNB-USDT,619.85,buy,24.25,neutral,"RSI OVERSOLD: 24.3"
2026-02-10,BTC-USDT,68841.29,hold,31.93,neutral,"HIGH VOLATILITY: 7.7%"
2026-02-10,DOGE-USDT,0.09277,hold,30.75,neutral,"HIGH VOLATILITY: 7.6%"
2026-02-10,DOT-USDT,1.283,hold,27.50,neutral,"HIGH VOLATILITY: 7.1%"
2026-02-10,ETH-USDT,2022.67,hold,30.21,neutral,"HIGH VOLATILITY: 8.3%"
2026-02-10,LTC-USDT,53.38,hold,28.48,neutral,"HIGH VOLATILITY: 6.5%"
2026-02-10,SOL-USDT,82.99,hold,27.57,neutral,"HIGH VOLATILITY: 8.0%"
2026-02-10,XRP-USDT,1.3999,hold,33.74,neutral,"HIGH VOLATILITY: 11.9%"
2026-02-11,ADA-USDT,0.2559,hold,31.39,neutral,"HIGH VOLATILITY: 7.8%"
2026-02-11,BNB-USDT,608.11,hold,23.32,neutral,"HOLD: Already in position"
2026-02-11,BTC-USDT,67082.52,hold,30.15,neutral,"HIGH VOLATILITY: 7.7%"
2026-02-11,DOGE-USDT,0.09112,hold,29.78,neutral,"HIGH VOLATILITY: 7.6%"
2026-02-11,DOT-USDT,1.256,hold,26.59,neutral,"HIGH VOLATILITY: 7.1%"
2026-02-11,ETH-USDT,1941.18,hold,28.38,neutral,"HIGH VOLATILITY: 8.3%"
2026-02-11,LTC-USDT,52.32,hold,27.21,neutral,"HIGH VOLATILITY: 6.5%"
2026-02-11,SOL-USDT,79.3,hold,25.83,neutral,"HIGH VOLATILITY: 7.9%"
2026-02-11,XRP-USDT,1.3697,hold,32.60,neutral,"HIGH VOLATILITY: 11.9%"
2026-02-12,ADA-USDT,0.2643,sell,35.02,neutral,"SELL: score=-16.8"
2026-02-12,BNB-USDT,614.29,hold,24.95,neutral,"HOLD: Already in position"
2026-02-12,BTC-USDT,66272.17,sell,29.33,neutral,"SELL: score=-20.5"
2026-02-12,DOGE-USDT,0.093,sell,32.41,neutral,"SELL: score=-13.7"
2026-02-12,DOT-USDT,1.283,sell,29.12,neutral,"SELL: score=-21.5"
2026-02-12,ETH-USDT,1947.85,sell,28.76,neutral,"SELL: score=-21.3"
2026-02-12,LTC-USDT,53.15,sell,29.85,neutral,"SELL: score=-22.0"
2026-02-12,SOL-USDT,78.4,sell,25.41,neutral,"SELL: score=-18.1"
2026-02-12,XRP-USDT,1.3635,hold,32.35,neutral,"HIGH VOLATILITY: 8.5%"
2026-02-13,ADA-USDT,0.2632,hold,34.76,neutral,"HOLD: score=3.9"
2026-02-13,BNB-USDT,599.2,sell,23.63,stop_loss,"STOP LOSS: -3.3%"
2026-02-13,BTC-USDT,67125.72,hold,31.43,neutral,"HOLD: score=-3.0"
2026-02-13,DOGE-USDT,0.09354,hold,33.18,neutral,"HOLD: score=5.3"
2026-02-13,DOT-USDT,1.276,hold,28.84,neutral,"HOLD: score=-0.5"
2026-02-13,ETH-USDT,1962.32,hold,29.63,neutral,"HOLD: score=-2.7"
2026-02-13,LTC-USDT,53.43,hold,30.76,neutral,"HOLD: score=0.4"
2026-02-13,SOL-USDT,80.09,hold,27.79,neutral,"HOLD: score=-0.7"
2026-02-13,XRP-USDT,1.3629,hold,32.33,neutral,"HOLD: score=-1.7"
